,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol
ENSMUSG00000029816,70.96339394,3.573348707,0.393130029,8.01551136,1.10E-15,1.30E-12,Gpnmb
ENSMUSG00000008734,227.2025114,4.358922396,0.31915817,13.07464961,4.60E-39,3.26E-35,Gprc5b
ENSMUSG00000001986,59.13015064,2.041252743,0.29846116,6.761644983,1.36E-11,6.67E-09,Gria3
ENSMUSG00000041078,28.46767765,-1.895965596,0.3967217,-4.737244925,2.17E-06,0.000272675,Grid1
ENSMUSG00000042249,74.01458812,1.749715997,0.30931343,5.63139815,1.79E-08,4.02E-06,Grk3
ENSMUSG00000074183,153.2821305,1.971633055,0.402338984,5.11190731,3.19E-07,5.38E-05,Gsta1
ENSMUSG00000058135,11238.69283,1.324653209,0.266111898,4.982401477,6.28E-07,9.37E-05,Gstm1
ENSMUSG00000004038,3508.296364,2.500869767,0.383955429,6.741587936,1.57E-11,7.16E-09,Gstm3
ENSMUSG00000022385,21.90084871,1.935067393,0.413593397,4.920771663,8.62E-07,0.000122151,Gtse1
ENSMUSG00000016283,11.0982212,1.539344542,0.410155202,3.93223764,8.42E-05,0.005598734,H2-M2
ENSMUSG00000073405,30.79779753,1.154558967,0.403178441,3.330937275,0.000865541,0.033237714,H2-T-ps
ENSMUSG00000000673,3056.618667,-0.78182189,0.210418945,-3.715001168,0.000203203,0.011657421,Haao
ENSMUSG00000019143,601.046649,-0.599408485,0.167600498,-3.576274035,0.000348526,0.017207727,Hars2
ENSMUSG00000035439,54.78205217,1.449190488,0.35469987,4.089019428,4.33E-05,0.003282595,Haus8
ENSMUSG00000020331,5.519144371,0.892132679,0.363481236,3.482993718,0.00049584,0.022094506,Hcn2
ENSMUSG00000064325,54.72384226,-1.715439274,0.370985327,-4.598088634,4.26E-06,0.000472021,Hhip
ENSMUSG00000031245,611.6551442,-0.859938384,0.237359944,-3.621840802,0.000292514,0.015238695,Hmgn5
ENSMUSG00000024622,193.9763298,0.928162484,0.249388184,3.721175022,0.000198298,0.011422284,Hmgxb3
ENSMUSG00000005413,291.2224748,1.095691813,0.310008322,3.538244322,0.000402797,0.018775118,Hmox1
ENSMUSG00000031613,2159.989269,-1.083887947,0.24779982,-4.372221158,1.23E-05,0.001185546,Hpgd
ENSMUSG00000022096,17.61079962,1.35470704,0.412783977,3.373459839,0.000742299,0.029966875,Hr
ENSMUSG00000043510,91.76530534,0.776996042,0.226509149,3.427232779,0.000609766,0.026072955,Hscb
ENSMUSG00000037406,10.50515022,-1.195460607,0.390506922,-3.310075429,0.000932708,0.035432914,Htra4
ENSMUSG00000035878,3273.20879,-0.858271376,0.24062449,-3.56580541,0.00036274,0.017785579,Hykk
ENSMUSG00000062054,3278.669147,-0.714739616,0.199070514,-3.590001637,0.000330676,0.016498864,Iah1
ENSMUSG00000037405,239.8321001,1.050947668,0.301737435,3.485330539,0.000491529,0.021971522,Icam1
ENSMUSG00000056999,1707.161871,-0.822678867,0.253403416,-3.245376566,0.001172954,0.041971613,Ide
ENSMUSG00000026535,29.58744691,3.599705821,0.396113754,7.335693614,2.21E-13,1.84E-10,Ifi202b
ENSMUSG00000073489,48.91909319,-1.255747056,0.368029042,-3.398051113,0.000678677,0.028432024,Ifi204
ENSMUSG00000073491,10.1543421,-1.653710856,0.395961641,-5.008537506,5.48E-07,8.45E-05,Ifi213
ENSMUSG00000021208,81.900698,1.514881145,0.367994831,4.134752517,3.55E-05,0.002828281,Ifi27l2b
ENSMUSG00000039323,1832.273197,-1.386107812,0.346183336,-3.995591012,6.45E-05,0.004513498,Igfbp2
ENSMUSG00000068758,6.064073328,0.834150863,0.356941125,3.461761286,0.000536653,0.023616062,Il3ra
ENSMUSG00000027947,875.2855776,-1.271323694,0.250074506,-5.080955534,3.76E-07,6.05E-05,Il6ra
ENSMUSG00000025405,1325.461183,-0.773167787,0.222167761,-3.47947505,0.000502397,0.022316513,Inhbc
ENSMUSG00000035161,254.1601429,-0.650703051,0.194426095,-3.346438389,0.000818569,0.032219773,Ints6
ENSMUSG00000063568,68.88189313,1.840075215,0.361117332,5.098890864,3.42E-07,5.63E-05,Jazf1
ENSMUSG00000027937,2573.341177,-0.749670204,0.224854772,-3.333394454,0.000857932,0.033130475,Jtb
ENSMUSG00000052684,243.5286144,1.290057204,0.343514847,3.767738991,0.000164733,0.009933038,Jun
ENSMUSG00000055675,25.01332458,1.354309139,0.39637397,3.431253825,0.000600798,0.025797909,Kbtbd11
ENSMUSG00000033287,72.17056021,1.328469744,0.326224308,4.068553904,4.73E-05,0.003509547,Kctd17
ENSMUSG00000009905,975.1384665,0.804205355,0.224346552,3.585088242,0.000336964,0.016695047,Kdsr
ENSMUSG00000054792,84.38508414,1.108788385,0.299317006,3.703120915,0.000212963,0.012093433,Klhl18
ENSMUSG00000040213,3167.323174,-0.977314674,0.301697111,-3.236447603,0.001210274,0.042767054,Kyat3
ENSMUSG00000026639,100.6227584,-1.130588649,0.346143717,-3.259472784,0.001116195,0.040764128,Lamb3
ENSMUSG00000026822,1005.950387,3.665889367,0.264780398,13.82977173,1.69E-43,2.39E-39,Lcn2
ENSMUSG00000068220,601.8071982,1.898278739,0.406834627,4.942374018,7.72E-07,0.000111592,Lgals1
ENSMUSG00000050335,98.50562581,1.387719087,0.413238512,3.562638958,0.000367145,0.017816613,Lgals3
ENSMUSG00000056394,51.20966105,1.255072896,0.349561701,3.587374185,0.000334025,0.016607479,Lig1
ENSMUSG00000062382,4998.481941,0.989961572,0.306234794,3.237414757,0.00120618,0.042767054,LOC100862446
ENSMUSG00000015568,896.390452,1.056165363,0.298778161,3.539088697,0.000401511,0.018775118,Lpl
ENSMUSG00000093445,24.75344573,-1.332970041,0.41111586,-3.232968307,0.001225112,0.043076502,Lrch4
ENSMUSG00000022175,380.2048387,0.915348077,0.245114538,3.73479291,0.00018787,0.010910303,Lrp10
ENSMUSG00000049988,42.25417457,1.00533134,0.288516634,3.475155232,0.000510558,0.022608138,Lrrc25
ENSMUSG00000070639,122.4786818,1.031345373,0.314264441,3.282706272,0.001028157,0.038138716,Lrrc8b
ENSMUSG00000048706,1091.668513,-0.714128255,0.216425703,-3.299134495,0.000969834,0.036355959,Lurap1l
ENSMUSG00000034634,152.2961041,2.385172991,0.352632626,6.790826734,1.11E-11,5.64E-09,Ly6d
ENSMUSG00000039246,448.8839274,0.617950566,0.175444996,3.52188349,0.000428492,0.019713434,Lyplal1
ENSMUSG00000057777,19.41696393,1.405955474,0.376461685,3.699947871,0.000215644,0.012098966,Mab21l2
ENSMUSG00000031303,292.5488696,0.955588796,0.270635504,3.531885293,0.000412608,0.019169375,Map3k15
ENSMUSG00000022324,35.58918543,1.821935452,0.336200594,5.354140994,8.60E-08,1.60E-05,Matn2
ENSMUSG00000041859,106.4173307,1.049650667,0.287322425,3.651319377,0.000260897,0.01405667,Mcm3
ENSMUSG00000001493,13.28580552,1.326561381,0.409837193,3.522186767,0.000428002,0.019713434,Meox1
ENSMUSG00000030543,11.30450818,1.552401963,0.410261731,3.961274653,7.46E-05,0.005054467,Mesp2
ENSMUSG00000028655,595.9534592,-1.73427622,0.363570091,-4.758127815,1.95E-06,0.000254016,Mfsd2a
ENSMUSG00000021973,643.3475466,0.765030095,0.233685749,3.274200555,0.001059614,0.039100852,Micu2
ENSMUSG00000049723,126.770116,4.447728664,0.374945943,9.73482236,2.14E-22,3.79E-19,Mmp12
ENSMUSG00000050578,34.94062838,3.282524279,0.405306175,7.220249812,5.19E-13,3.87E-10,Mmp13
ENSMUSG00000090272,38.2673808,-1.863675703,0.413366142,-4.580367571,4.64E-06,0.000505934,Mndal
ENSMUSG00000012187,82.64456218,1.330228032,0.412364116,3.377270222,0.000732091,0.029639223,Mogat1
ENSMUSG00000052396,20.59496099,2.969315855,0.40790266,6.587193884,4.48E-11,1.81E-08,Mogat2
ENSMUSG00000048965,27.19441086,1.697486122,0.354496668,4.726830329,2.28E-06,0.000280999,Mrgpre
ENSMUSG00000021339,970.0869447,-0.603289812,0.174953514,-3.448117306,0.000564509,0.024612584,Mrs2
ENSMUSG00000101389,7.22401051,0.933823301,0.367013491,3.74240893,0.000182265,0.010628351,Ms4a4a
ENSMUSG00000045934,182.0084383,1.561107817,0.385576541,4.103928734,4.06E-05,0.003145218,Mtmr11
ENSMUSG00000021704,242.6377081,-0.687623469,0.20718086,-3.318482068,0.000905081,0.03456874,Mtx3
ENSMUSG00000030131,5658.616936,-1.543044909,0.348009491,-4.424419469,9.67E-06,0.000958229,Mug2
ENSMUSG00000101397,761.1809348,-1.033714971,0.305662647,-3.378365678,0.00072918,0.029639223,Mug-ps1
ENSMUSG00000030681,620.2731109,1.431018783,0.2767806,5.174315324,2.29E-07,3.95E-05,Mvp
ENSMUSG00000030739,166.4673917,1.258162469,0.345120727,3.657279732,0.000254906,0.013786336,Myh14
ENSMUSG00000024048,170.8120335,1.276046327,0.345790435,3.701492142,0.000214335,0.012098966,Myl12a
ENSMUSG00000024300,34.15356285,1.255412442,0.412974912,3.260592111,0.001111798,0.040764128,Myo1f
ENSMUSG00000004677,353.3530912,0.857856375,0.211444288,4.056506074,4.98E-05,0.003619691,Myo9b
ENSMUSG00000048612,84.43984226,1.010654595,0.279333596,3.614551991,0.000300867,0.015616453,Myof
ENSMUSG00000024587,1583.610609,-0.793077777,0.20988429,-3.778049631,0.000158061,0.009651084,Nars
ENSMUSG00000064360,55776.56369,-0.868231375,0.230551147,-3.764989958,0.000166556,0.009963482,ND3
ENSMUSG00000004558,13898.56624,-1.169778752,0.175844884,-6.651649443,2.90E-11,1.21E-08,Ndrg2
ENSMUSG00000026749,1363.658887,0.691554712,0.213762261,3.235484376,0.001214365,0.042804867,Nek6
ENSMUSG00000022751,1311.509184,-0.714516282,0.189915518,-3.761948669,0.000168595,0.009995758,Nit2
ENSMUSG00000014776,10.20666703,0.998157595,0.372189976,4.097243833,4.18E-05,0.003202408,Nol3
ENSMUSG00000037583,173.7603102,-1.472837119,0.277824787,-5.294142602,1.20E-07,2.14E-05,Nr0b2
ENSMUSG00000047638,1272.199225,-0.84862791,0.203935851,-4.160654106,3.17E-05,0.002555585,Nr1h4
ENSMUSG00000075000,48.54562532,0.189289477,0.208167756,7.209534785,5.61E-13,3.98E-10,Nrbf2
ENSMUSG00000062991,19.48321636,1.51999061,0.398366171,3.814934206,0.000136219,0.008540825,Nrg1
ENSMUSG00000055254,857.2888884,1.857231984,0.333058267,5.604044362,2.09E-08,4.51E-06,Ntrk2
ENSMUSG00000045211,270.4440065,1.783940273,0.278050958,6.414716954,1.41E-10,4.88E-08,Nudt18
ENSMUSG00000042271,894.2494523,-1.270609153,0.356715778,-3.553804269,0.000379702,0.018176936,Nxt2
ENSMUSG00000027965,86.95254312,-1.616968834,0.340844513,-4.72705518,2.28E-06,0.000280999,Olfm3
ENSMUSG00000031214,38.13612771,1.23887688,0.348314939,3.545732934,0.000391523,0.018492926,Ophn1
ENSMUSG00000039196,3117.36471,0.917613094,0.270622401,3.392932662,0.000691486,0.02865249,Orm1
ENSMUSG00000061540,726.3400453,2.35295002,0.352189919,6.754789943,1.43E-11,6.76E-09,Orm2
ENSMUSG00000028359,70.7169274,2.063651966,0.409489342,5.344269116,9.08E-08,1.67E-05,Orm3
ENSMUSG00000020435,9.300437775,-1.735609087,0.399597655,-5.045937809,4.51E-07,7.19E-05,Osbp2
ENSMUSG00000043415,228.6948329,-1.192654075,0.326928565,-3.641511836,0.000271042,0.014438573,Otud1
ENSMUSG00000025464,575.1781003,-0.929387998,0.195789559,-4.746000299,2.07E-06,0.00026727,Paox
ENSMUSG00000020072,1805.373538,-1.030846511,0.229514539,-4.490148486,7.12E-06,0.000715269,Pbld2
ENSMUSG00000038370,129.6139899,1.28082778,0.357883551,3.592845034,0.000327087,0.016494038,Pcp4l1
ENSMUSG00000020553,2483.093092,0.675088712,0.209216269,3.227105794,0.001250492,0.043860084,Pctp
ENSMUSG00000019990,120.4212077,-0.922074158,0.258215431,-3.568629799,0.000358853,0.017656069,Pde7b
ENSMUSG00000028019,56.57748385,1.427675397,0.324708309,4.388386593,1.14E-05,0.001108314,Pdgfc
ENSMUSG00000026189,764.9976352,-0.812518356,0.236588482,-3.433471839,0.000595904,0.02570352,Pecr
ENSMUSG00000022940,415.7349867,1.09270023,0.290453291,3.764857666,0.000166644,0.009963482,Pigp
ENSMUSG00000026417,12350.44495,-1.145752345,0.262224757,-4.366982141,1.26E-05,0.001206126,Pigr
ENSMUSG00000026447,146.2882865,-0.9945394,0.235590814,-4.21925382,2.45E-05,0.002098763,Pik3c2b
ENSMUSG00000017453,3576.942358,-0.756483718,0.208734454,-3.623656624,0.000290467,0.015238695,Pipox
ENSMUSG00000024851,46.69408701,1.2617358,0.344192673,3.659091061,0.000253111,0.013741718,Pitpnm1
ENSMUSG00000023908,5.026862625,0.881132453,0.362557309,3.401788732,0.000669464,0.028233037,Pkmyt1
ENSMUSG00000046971,8.444785107,1.87662162,0.411538424,4.972224771,6.62E-07,9.77E-05,Pla2g4f
ENSMUSG00000023913,149.9483257,1.253881852,0.31777291,3.950139522,7.81E-05,0.005245294,Pla2g7
ENSMUSG00000060716,20.24938018,1.409892264,0.405157895,4.124045884,3.72E-05,0.002914438,Plekhh1
ENSMUSG00000002831,125.7657473,1.391990807,0.408214547,3.529595999,0.000416195,0.019272806,Plin4
ENSMUSG00000049493,110.0255864,1.787372725,0.383598741,4.721378864,2.34E-06,0.000283704,Pls1
ENSMUSG00000032369,451.5155849,0.920118559,0.244960639,3.756537311,0.000172281,0.010160723,Plscr1
ENSMUSG00000018868,46.98745355,1.183389972,0.407963372,3.252606903,0.001143516,0.04123058,Pnpla5
ENSMUSG00000037826,2318.653678,-1.029738054,0.28235966,-3.644352395,0.000268066,0.01433394,Ppm1k
ENSMUSG00000027784,335.5947507,-0.911959538,0.237063918,-3.845662141,0.000120227,0.007708694,Ppm1l
ENSMUSG00000024997,3140.797204,0.587193992,0.143861299,4.081676235,4.47E-05,0.003366778,Prdx3
ENSMUSG00000020612,3119.085916,-1.129535706,0.200655899,-5.628184651,1.82E-08,4.03E-06,Prkar1a
ENSMUSG00000070368,42.56065843,-2.695697854,0.405829268,-6.567966521,5.10E-11,2.01E-08,Prok1
ENSMUSG00000030800,173.6699525,1.499656848,0.413566807,3.933709505,8.36E-05,0.005590791,Prss8
ENSMUSG00000027864,128.2605702,1.175543228,0.323699684,3.634391997,0.000278637,0.014732409,Ptgfrn
ENSMUSG00000033059,153.8058287,1.394829509,0.333333409,4.191393111,2.77E-05,0.00227086,Pygb
ENSMUSG00000032202,56.52504831,1.155550022,0.352628814,3.280515085,0.001036177,0.038335852,Rab27a
ENSMUSG00000002059,89.26768417,1.558671362,0.337546455,4.620624121,3.83E-06,0.000426871,Rab34
ENSMUSG00000078452,347.0878045,2.040311716,0.1839334,11.07288646,1.70E-28,3.44E-25,Raet1a
ENSMUSG00000078452.1,347.0878045,2.040311716,0.1839334,11.07288646,1.70E-28,3.44E-25,Raet1b
ENSMUSG00000078452.2,347.0878045,2.040311716,0.1839334,11.07288646,1.70E-28,3.44E-25,Raet1c
ENSMUSG00000078452.3,347.0878045,2.040311716,0.1839334,11.07288646,1.70E-28,3.44E-25,Raet1d
ENSMUSG00000053219,268.908136,2.357480846,0.323550807,7.298332671,2.91E-13,2.29E-10,Raet1e
ENSMUSG00000024096,505.5346382,0.773800817,0.22140625,3.494862203,0.000474307,0.021404217,Ralbp1
ENSMUSG00000037415,787.8151233,-1.030263655,0.172368181,-5.976316058,2.28E-09,6.47E-07,Ranbp10
ENSMUSG00000041992,86.25134899,1.194060565,0.255484051,4.663795442,3.10E-06,0.000363537,Rapgef5
ENSMUSG00000039601,632.3336316,1.947802223,0.304830873,6.405612359,1.50E-10,5.05E-08,Rcan2
ENSMUSG00000031387,78.90385735,1.262779583,0.370417993,3.424722539,0.000615428,0.026188015,Renbp
ENSMUSG00000052751,225.3995634,-1.308583577,0.372569191,-3.50181293,0.000462104,0.020941098,Repin1
ENSMUSG00000020037,83.50982134,-1.711178591,0.368748424,-4.621875981,3.80E-06,0.000426871,Rfx4
ENSMUSG00000104445,240.1992602,1.519864763,0.321157862,4.742294844,2.11E-06,0.000269754,Rhbg
ENSMUSG00000024143,697.6756684,0.624606311,0.189847703,3.290010038,0.001001838,0.037269359,Rhoq
ENSMUSG00000035226,24.01709186,1.840761822,0.413232148,4.796854952,1.61E-06,0.000215459,Rims4
ENSMUSG00000036006,36.85623113,-1.3418974,0.307718617,-4.343436035,1.40E-05,0.001325097,Ripor2
ENSMUSG00000039328,22.43892204,1.248309325,0.372847927,3.333349019,0.000858072,0.033130475,Rnf122
ENSMUSG00000043419,17.77680842,1.373040315,0.398005112,3.445893158,0.000569175,0.024739922,Rnf227
ENSMUSG00000022883,274.3454317,1.504120497,0.257016427,5.850797823,4.89E-09,1.31E-06,Robo1
ENSMUSG00000040446,208.8794662,-1.018599257,0.293966764,-3.461802376,0.000536571,0.023616062,Rprd1a
ENSMUSG00000003644,223.4145227,1.005521321,0.253300709,3.969145447,7.21E-05,0.004913914,Rps6ka1
ENSMUSG00000028278,94.20496953,1.42383135,0.304468297,4.670704727,3.00E-06,0.000354449,Rragd
ENSMUSG00000038387,278.5107629,1.03469122,0.313356979,3.306121701,0.00094597,0.03574505,Rras
ENSMUSG00000006575,28.31713985,1.289370141,0.412971633,3.354816666,0.000794176,0.031522335,Rundc3a
ENSMUSG00000027907,58.05548705,1.540731968,0.410537597,3.91260641,9.13E-05,0.006000969,S100a11
ENSMUSG00000074115,1831.187163,1.5172256,0.347513671,4.391424343,1.13E-05,0.001100477,Saa1
ENSMUSG00000057465,431.5084118,2.581784029,0.301382315,8.578288273,9.63E-18,1.36E-14,Saa2
ENSMUSG00000009614,7347.220561,-0.768268051,0.232964815,-3.297047052,0.000977071,0.036530608,Sardh
ENSMUSG00000040722,592.4817559,1.011598256,0.25040017,4.040988817,5.32E-05,0.003790033,Scamp5
ENSMUSG00000030340,273.3406078,-1.086509571,0.290768126,-3.733215087,0.000189051,0.010934094,Scnn1a
ENSMUSG00000029597,1250.88153,-1.382462651,0.30474309,-4.53076982,5.88E-06,0.000603448,Sds
ENSMUSG00000046110,8.372630617,1.075088631,0.37879107,4.052744033,5.06E-05,0.003659647,Serinc4
ENSMUSG00000031271,3830.73828,1.106552553,0.341571865,3.250735885,0.001151067,0.041397524,Serpina7
ENSMUSG00000026715,13848.02279,-0.534088281,0.15979421,-3.342247828,0.000831028,0.032439864,Serpinc1
ENSMUSG00000037411,59.54735004,1.23928589,0.366215188,3.389921503,0.000699126,0.028798317,Serpine1
ENSMUSG00000042216,62.478344,-1.14201381,0.299825793,-3.801392548,0.000143885,0.008942335,Sgsm1
ENSMUSG00000040711,26.8658569,1.586890094,0.36730602,4.285214412,1.83E-05,0.001679817,Sh3pxd2b
ENSMUSG00000037541,89.81337835,-1.978493599,0.344881709,-5.707483742,1.15E-08,2.66E-06,Shank2
ENSMUSG00000020312,25.41670374,1.666558027,0.408580563,4.764853945,1.89E-06,0.000247963,Shc2
ENSMUSG00000001942,1400.725409,0.612100161,0.189013527,3.238486761,0.001201656,0.042767054,Siae
ENSMUSG00000001995,129.7652286,1.092970039,0.291443078,3.750737348,0.000176315,0.010323918,Sipa1l2
ENSMUSG00000037902,290.6259203,1.266720304,0.382284642,3.348431738,0.000812703,0.032077998,Sirpa
ENSMUSG00000026548,45.45532931,1.437399746,0.377443409,3.822778393,0.000131956,0.008310319,Slamf9
